period,segment,reported_segment_label,sales_usd,operating_profit_usd,operating_margin_pct,filing_period,filing_date,source_url,source_path,source_sha256,table_index,reported_basis,history_authority
2024Q1,mission_technologies,Mission Technologies,750000000.0,28000000.0,3.733333333333334,2024Q1,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000011/hii2024q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-05-02_0001501585-24-000011_EX-99.1_hii2024q1earningsrelease.htm,946aaa0632bd5132395e037ef9571c4a834320b7db5892396488c6068c1e4011,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q1,newport_news_shipbuilding,Newport News,1434000000.0,82000000.0,5.718270571827057,2024Q1,2024-05-02,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000011/hii2024q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-05-02_0001501585-24-000011_EX-99.1_hii2024q1earningsrelease.htm,946aaa0632bd5132395e037ef9571c4a834320b7db5892396488c6068c1e4011,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q2,ingalls_shipbuilding,Ingalls,712000000.0,56000000.0,7.865168539325842,2024Q2,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000034/hii2024q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-08-01_0001501585-24-000034_EX-99.1_hii2024q2earningsrelease.htm,ede2a686eb16d1cf047a45f1020ddffb3198e88c028e9661bdeee77263f4432b,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q2,mission_technologies,Mission Technologies,765000000.0,36000000.0,4.705882352941177,2024Q2,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000034/hii2024q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-08-01_0001501585-24-000034_EX-99.1_hii2024q2earningsrelease.htm,ede2a686eb16d1cf047a45f1020ddffb3198e88c028e9661bdeee77263f4432b,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q2,newport_news_shipbuilding,Newport News,1535000000.0,111000000.0,7.231270358306189,2024Q2,2024-08-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000034/hii2024q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-08-01_0001501585-24-000034_EX-99.1_hii2024q2earningsrelease.htm,ede2a686eb16d1cf047a45f1020ddffb3198e88c028e9661bdeee77263f4432b,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q3,ingalls_shipbuilding,Ingalls,664000000.0,49000000.0,7.379518072289157,2024Q3,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000040/hii2024q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-10-31_0001501585-24-000040_EX-99.1_hii2024q3earningsrelease.htm,211594c1978545ed97c7efa4cb8d6b48cf159807a3b8e2b0a2a6d3a1f345d871,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q3,mission_technologies,Mission Technologies,709000000.0,33000000.0,4.65444287729196,2024Q3,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000040/hii2024q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-10-31_0001501585-24-000040_EX-99.1_hii2024q3earningsrelease.htm,211594c1978545ed97c7efa4cb8d6b48cf159807a3b8e2b0a2a6d3a1f345d871,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q3,newport_news_shipbuilding,Newport News,1412000000.0,15000000.0,1.0623229461756374,2024Q3,2024-10-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000040/hii2024q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-10-31_0001501585-24-000040_EX-99.1_hii2024q3earningsrelease.htm,211594c1978545ed97c7efa4cb8d6b48cf159807a3b8e2b0a2a6d3a1f345d871,11,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q4,ingalls_shipbuilding,Ingalls,736000000.0,46000000.0,6.25,2024Q4,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000004/hii2024q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-02-06_0001501585-25-000004_EX-99.1_hii2024q4earningsrelease.htm,0561dd5b76aacefca396e29d14e37366ce07a54b0e9a7bc4241dd8e9dcfd179f,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q4,mission_technologies,Mission Technologies,713000000.0,19000000.0,2.664796633941094,2024Q4,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000004/hii2024q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-02-06_0001501585-25-000004_EX-99.1_hii2024q4earningsrelease.htm,0561dd5b76aacefca396e29d14e37366ce07a54b0e9a7bc4241dd8e9dcfd179f,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2024Q4,newport_news_shipbuilding,Newport News,1588000000.0,38000000.0,2.392947103274559,2024Q4,2025-02-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000004/hii2024q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-02-06_0001501585-25-000004_EX-99.1_hii2024q4earningsrelease.htm,0561dd5b76aacefca396e29d14e37366ce07a54b0e9a7bc4241dd8e9dcfd179f,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q1,ingalls_shipbuilding,Ingalls,637000000.0,46000000.0,7.221350078492936,2025Q1,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000035/hii2025q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-05-01_0001501585-25-000035_EX-99.1_hii2025q1earningsrelease.htm,e49b548d3cfb0cd12acee825dcf2fa95b6cc81929197a986c3ac0461dd0cb785,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q1,mission_technologies,Mission Technologies,735000000.0,40000000.0,5.442176870748299,2025Q1,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000035/hii2025q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-05-01_0001501585-25-000035_EX-99.1_hii2025q1earningsrelease.htm,e49b548d3cfb0cd12acee825dcf2fa95b6cc81929197a986c3ac0461dd0cb785,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q1,newport_news_shipbuilding,Newport News,1396000000.0,85000000.0,6.088825214899714,2025Q1,2025-05-01,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000035/hii2025q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-05-01_0001501585-25-000035_EX-99.1_hii2025q1earningsrelease.htm,e49b548d3cfb0cd12acee825dcf2fa95b6cc81929197a986c3ac0461dd0cb785,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q2,ingalls_shipbuilding,Ingalls,724000000.0,54000000.0,7.458563535911603,2025Q2,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000097/hii2025q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-07-31_0001501585-25-000097_EX-99.1_hii2025q2earningsrelease.htm,a720e693850daaeee45a8460b4673ef68d18f2522aead5e4b6da4a7e75f8063c,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q2,mission_technologies,Mission Technologies,791000000.0,36000000.0,4.551201011378002,2025Q2,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000097/hii2025q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-07-31_0001501585-25-000097_EX-99.1_hii2025q2earningsrelease.htm,a720e693850daaeee45a8460b4673ef68d18f2522aead5e4b6da4a7e75f8063c,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q2,newport_news_shipbuilding,Newport News,1603000000.0,82000000.0,5.115408608858391,2025Q2,2025-07-31,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000097/hii2025q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-07-31_0001501585-25-000097_EX-99.1_hii2025q2earningsrelease.htm,a720e693850daaeee45a8460b4673ef68d18f2522aead5e4b6da4a7e75f8063c,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q3,ingalls_shipbuilding,Ingalls,828000000.0,65000000.0,7.85024154589372,2025Q3,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000109/hii2025q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-10-30_0001501585-25-000109_EX-99.1_hii2025q3earningsrelease.htm,b3bad45a197ca86f3a80a786df2d3ebe6d321c0857ac3ba921c15577ea8605ac,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q3,mission_technologies,Mission Technologies,787000000.0,34000000.0,4.320203303684879,2025Q3,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000109/hii2025q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-10-30_0001501585-25-000109_EX-99.1_hii2025q3earningsrelease.htm,b3bad45a197ca86f3a80a786df2d3ebe6d321c0857ac3ba921c15577ea8605ac,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q3,newport_news_shipbuilding,Newport News,1617000000.0,80000000.0,4.94743351886209,2025Q3,2025-10-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000109/hii2025q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2025-10-30_0001501585-25-000109_EX-99.1_hii2025q3earningsrelease.htm,b3bad45a197ca86f3a80a786df2d3ebe6d321c0857ac3ba921c15577ea8605ac,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q4,ingalls_shipbuilding,Ingalls,889000000.0,68000000.0,7.64904386951631,2025Q4,2026-02-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000004/hiiq42025earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-02-05_0001501585-26-000004_EX-99.1_hiiq42025earningsrelease.htm,a75b2819b9738b0cc1ff19610cc24aede58f165412bc80baaae6720c421ad493,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q4,mission_technologies,Mission Technologies,731000000.0,43000000.0,5.88235294117647,2025Q4,2026-02-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000004/hiiq42025earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-02-05_0001501585-26-000004_EX-99.1_hiiq42025earningsrelease.htm,a75b2819b9738b0cc1ff19610cc24aede58f165412bc80baaae6720c421ad493,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2025Q4,newport_news_shipbuilding,Newport News,1891000000.0,84000000.0,4.4420941300899,2025Q4,2026-02-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000004/hiiq42025earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-02-05_0001501585-26-000004_EX-99.1_hiiq42025earningsrelease.htm,a75b2819b9738b0cc1ff19610cc24aede58f165412bc80baaae6720c421ad493,10,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2026Q1,ingalls_shipbuilding,Ingalls,725000000.0,49000000.0,6.758620689655172,2026Q1,2026-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000027/hii2026q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-05-05_0001501585-26-000027_EX-99.1_hii2026q1earningsrelease.htm,82938c39c73524d6ea623e3fa239799b2db3a434148fc9b6dccebe17aec9d21e,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2026Q1,mission_technologies,Mission Technologies,748000000.0,35000000.0,4.679144385026738,2026Q1,2026-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000027/hii2026q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-05-05_0001501585-26-000027_EX-99.1_hii2026q1earningsrelease.htm,82938c39c73524d6ea623e3fa239799b2db3a434148fc9b6dccebe17aec9d21e,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2026Q1,newport_news_shipbuilding,Newport News,1665000000.0,88000000.0,5.285285285285285,2026Q1,2026-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000027/hii2026q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-05-05_0001501585-26-000027_EX-99.1_hii2026q1earningsrelease.htm,82938c39c73524d6ea623e3fa239799b2db3a434148fc9b6dccebe17aec9d21e,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2026Q2,ingalls_shipbuilding,Ingalls,845000000.0,58000000.0,6.8639053254437865,2026Q2,2026-07-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000045/hii2026q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-07-30_0001501585-26-000045_EX-99.1_hii2026q2earningsrelease.htm,7597b77e8082170248de963248d8e2ef5284b65aab82cdef97390d89abce8e09,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2026Q2,mission_technologies,Mission Technologies,760000000.0,55000000.0,7.236842105263158,2026Q2,2026-07-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000045/hii2026q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-07-30_0001501585-26-000045_EX-99.1_hii2026q2earningsrelease.htm,7597b77e8082170248de963248d8e2ef5284b65aab82cdef97390d89abce8e09,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
2026Q2,newport_news_shipbuilding,Newport News,1849000000.0,111000000.0,6.003244997295836,2026Q2,2026-07-30,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000045/hii2026q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2026-07-30_0001501585-26-000045_EX-99.1_hii2026q2earningsrelease.htm,7597b77e8082170248de963248d8e2ef5284b65aab82cdef97390d89abce8e09,9,AS_REPORTED_CURRENT_PIT,AS_REPORTED_PIT_HISTORY
